,ADANIPORTS,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJFINANCE,BAJAJFINSV,BPCL,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,DIVISLAB,DRREDDY,EICHERMOT,GAIL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ICICIBANK,ITC,IOC,INDUSINDBK,INFY,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NTPC,NESTLEIND,ONGC,POWERGRID,RELIANCE,SBILIFE,SHREECEM,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATASTEEL,TECHM,TITAN,UPL,ULTRACEMCO,WIPRO
2019-04-25,390.95,1448.25,740.85,3078.05,3080.55,7659.75,358.35,327.95,2972.95,555.25,251.45,1716.95,2924.15,20335.4,344.35,922.8,1131.15,2264.85,,2617.45,196.85,1732.15,1958.55,395.35,304.5,153.0,1683.2,728.75,286.95,1365.0,1355.35,663.95,6902.95,133.3,10880.15,168.4,191.3,,,19893.75,306.3,461.15,2191.7,221.7,510.9,814.7,1141.05,,4619.95,295.25
2019-02-21,355.7,1397.75,696.9,2809.65,2653.05,6177.35,335.0,310.2,3004.25,543.1,213.7,1549.9,2585.5,20469.85,331.75,746.6,1053.5,2115.15,,2643.7,194.3,1753.6,1891.6,350.4,274.9,131.15,1471.55,733.35,277.05,1288.9,1282.25,633.35,6796.8,136.6,10597.2,147.0,181.75,,,16150.35,267.55,429.75,1912.25,169.7,497.9,820.4,1042.4,,3631.1,374.5
2015-05-28,333.35,767.3,575.2,2302.65,4426.35,1525.9,,401.3,2657.2,643.4,383.1,1803.6,3523.1,17972.6,381.15,3517.9,979.95,1029.25,,2641.95,132.0,847.85,1228.15,314.55,320.9,360.85,855.65,2014.3,913.85,1370.55,1628.55,1201.45,3701.7,135.0,7038.65,328.1,143.15,,,10899.25,277.5,955.75,2609.95,483.55,324.65,545.4,379.95,,2916.25,554.0
2017-03-02,293.7,1028.3,506.3,2831.8,1047.4,3888.25,635.6,356.4,3110.35,587.1,321.6,751.6,2869.1,23449.2,502.9,996.25,842.45,1379.55,,3227.55,189.5,877.55,1397.8,278.25,264.55,375.75,1306.85,1020.65,183.35,815.65,1475.0,1324.6,5918.8,156.05,6181.8,192.65,189.75,,,15819.35,267.0,676.05,2501.15,461.05,495.05,498.35,430.15,,3804.25,489.25
1999-06-22,,325.8,14.75,,30.4,,261.75,,1260.0,1350.0,,,850.0,26.9,66.35,250.1,,76.6,,1017.5,675.0,2415.0,2277.5,33.6,1107.0,416.9,18.0,3470.0,4.5,17.75,302.0,273.55,,,540.0,142.65,,,,35.05,262.25,465.15,,219.1,147.5,,84.55,,,4050.0
1999-02-15,,248.0,15.0,,34.0,,193.2,,1188.75,1203.0,,,615.0,11.75,61.5,157.4,,52.15,,663.0,454.5,1984.0,2400.0,23.1,848.25,299.0,22.0,2468.0,3.0,18.05,176.1,211.4,,,511.75,138.0,,,,,151.8,328.0,,210.0,120.7,,80.8,,,3190.0
2001-06-12,,247.3,36.15,,31.0,,,,625.0,1117.05,,,1509.6,23.0,65.05,335.6,365.8,228.55,,144.0,819.75,192.3,658.2,147.95,750.25,163.65,13.5,3838.15,3.75,47.0,237.0,110.8,,,521.7,157.35,,,,33.5,215.0,580.35,,74.6,132.05,,50.05,,,1741.1
1991-09-25,,250.0,,,,,,,180.0,,,,,,,317.5,,,,,340.0,147.5,,,332.5,,,,,,138.0,83.75,,,185.0,,,,,,,,,318.75,243.0,,,,,330.0
2000-10-24,,234.2,37.45,,27.0,,156.3,,755.2,808.45,,,1343.05,,42.0,198.2,1086.3,243.6,,984.15,720.8,168.85,457.7,108.65,761.3,117.0,16.65,7087.7,5.55,70.2,154.75,135.15,,,519.6,100.0,,,,21.1,156.25,468.4,,68.65,95.75,,52.3,,,2209.9
1995-01-09,,530.0,,,,,,,305.0,,,,,60.0,,750.0,,,,,1090.0,570.0,2250.0,,360.0,,,,,,235.0,330.0,,,380.0,,,,,,,246.25,,492.5,235.0,,,,,750.0
2001-09-26,,267.55,25.15,,,,154.6,,510.0,1102.9,,,1769.85,,49.9,245.9,109.45,215.1,,189.7,506.25,191.75,628.95,71.9,588.35,125.2,9.65,2569.55,2.2,40.0,148.15,52.25,,,515.15,132.0,,,,26.85,152.2,517.2,,69.65,71.45,,29.4,,,1158.25
1991-04-08,,253.75,,,,,,,143.75,,,,,,,234.0,,,,,255.0,162.5,,,150.0,,,,,,118.75,71.25,,,138.0,,,,,,,,,212.5,168.0,,,,,
2008-03-19,497.1,1175.0,747.25,,325.2,,,777.75,1271.15,206.0,,1186.05,541.4,255.25,417.2,2595.05,255.05,1270.05,,649.7,154.95,225.3,2212.95,766.35,187.4,435.6,69.65,1341.9,895.5,546.15,2839.0,658.4,822.75,191.3,1400.85,992.4,93.25,,,994.4,1602.85,1260.45,810.0,650.45,637.3,651.35,914.8,,777.15,376.6
1991-12-11,,292.5,,,,,,,230.0,,,,,,,301.25,,,,,335.0,170.0,,,425.0,,,,,,126.5,67.5,,,215.0,,,,,,,,,268.75,247.0,,,,,
2012-10-03,129.15,3907.95,1113.65,1783.9,1179.6,925.05,348.15,265.65,472.85,381.1,364.95,1132.05,1681.75,2296.65,385.05,3380.55,589.8,619.3,,1850.0,124.6,555.5,776.05,1052.85,270.3,253.1,369.45,2578.55,737.95,638.65,1609.35,869.85,1364.35,170.05,4554.8,281.35,117.55,,,4015.85,2295.5,697.6,1321.65,273.25,403.0,994.65,258.95,,2009.95,380.85
1997-09-08,,316.75,,,35.75,,,,335.0,714.5,,,303.0,15.9,171.5,362.0,,71.25,,651.75,996.75,1397.75,3490.0,,544.5,800.0,,1425.75,6.9,40.5,237.75,398.0,,,288.0,338.5,,,,19.0,295.5,295.5,,354.5,185.75,,80.0,,,1425.25
1997-08-28,,309.0,,,37.75,,,,313.25,671.25,,,284.25,18.2,148.75,367.0,,66.5,,637.0,965.75,1362.75,3475.5,,504.0,,,1284.5,7.2,46.25,227.75,416.5,,,269.75,322.0,,,,20.0,303.25,305.0,,339.0,185.5,,77.0,,,1110.25
1994-05-26,,480.0,,,,,,,320.0,,,,,18.0,,605.0,,,,,710.0,670.0,3035.0,,723.75,,,,,,275.0,305.0,,,375.0,,,,,,,,,503.75,232.5,,,,,500.0
2019-07-24,380.8,1483.6,711.1,2522.4,3171.6,7059.9,349.2,338.75,2642.25,518.75,216.8,1605.05,2597.9,16389.0,136.65,878.35,1021.15,2279.8,,2404.3,197.45,1728.0,2182.3,408.55,270.85,148.0,1361.45,786.05,255.1,1497.6,1387.15,549.85,5766.6,131.65,11480.45,143.55,209.75,,,20644.85,339.65,425.7,2096.7,151.25,446.05,659.85,1086.85,,4444.75,264.0
2010-09-01,777.25,2737.95,1350.15,2749.4,626.35,483.1,779.25,337.3,2049.55,305.05,,744.0,1367.35,1259.2,468.55,2044.55,386.55,2149.8,,1758.65,173.85,266.75,622.5,994.6,163.15,423.85,228.05,2775.75,1173.4,828.5,1832.55,628.2,1273.25,196.9,3066.65,1333.6,108.25,,,1867.6,2776.8,1751.3,857.2,1008.55,537.75,646.65,2955.2,,908.95,403.3
2003-12-19,,321.3,126.05,,97.25,,,92.15,657.5,1278.7,,1467.2,1366.8,233.3,210.15,978.0,281.85,355.8,,412.05,1337.8,200.85,615.85,278.85,986.5,433.0,41.3,5255.85,11.85,358.8,498.25,358.4,358.6,,650.1,748.0,,,,139.2,489.4,632.75,,434.95,395.55,,128.4,,,1699.6
2012-10-11,124.35,3895.25,1134.7,1758.25,1200.05,860.6,352.95,267.2,500.2,360.2,358.55,1117.45,1704.5,2235.85,375.0,3355.25,577.6,624.55,,1808.65,118.1,570.3,747.4,1058.3,282.9,258.6,362.8,2531.45,773.0,633.65,1649.5,851.05,1370.05,167.85,4641.15,280.1,119.45,,,3978.75,2268.75,722.0,1289.65,273.8,420.35,978.05,268.9,,2038.55,358.85
2019-07-01,412.95,1354.15,810.25,2910.7,3698.0,8516.25,376.5,348.5,2737.75,555.9,249.15,1609.9,2655.1,19597.5,312.55,920.1,1049.3,2485.65,,2617.7,208.95,1779.5,2246.9,438.65,274.85,151.65,1433.2,731.15,275.85,1481.35,1556.75,659.8,6510.25,142.6,11852.45,161.05,207.05,,,21408.9,361.5,405.1,2239.7,167.85,506.85,705.15,1323.65,,4527.25,281.9
2003-08-18,,460.05,74.65,,66.55,,,56.9,565.45,848.5,,576.05,1064.05,160.9,136.4,609.55,164.5,277.45,,268.65,921.05,181.85,479.3,157.5,770.65,326.95,26.0,3488.3,22.83,230.75,280.45,209.65,217.15,,587.5,547.8,,,,96.1,430.1,445.2,,259.5,258.65,,78.7,,,908.5
1998-12-07,,299.8,16.9,,30.3,,,,807.5,860.0,,,458.0,11.55,74.5,153.7,,52.2,,558.5,511.0,1634.25,2187.5,24.4,708.5,415.0,22.5,2509.0,3.15,18.55,148.4,153.4,,,433.0,188.5,,,,,156.8,315.75,,130.6,96.5,,53.0,,,1700.75
2015-10-08,320.7,875.05,491.35,2435.2,5052.75,1775.25,855.3,343.3,3267.35,678.0,346.2,1089.4,4216.4,18680.8,305.25,3652.7,828.1,1083.7,,2539.6,82.1,821.35,1277.85,278.45,339.15,399.8,945.75,1132.45,914.05,654.0,1533.6,1270.85,4354.15,125.95,6373.2,257.65,132.45,,,12407.2,243.35,915.55,2634.75,342.85,240.5,561.4,341.2,,2818.05,589.85
1998-06-12,,256.1,,,25.0,,,,560.25,753.25,,,372.25,10.05,94.55,310.0,,63.0,,852.5,659.0,1540.75,2786.75,36.7,647.75,568.0,35.0,2282.75,4.65,28.15,232.9,212.0,,,398.5,207.7,,,,18.9,209.0,290.9,,195.8,139.2,,43.0,,,1826.0
2003-10-06,,301.1,78.05,,64.35,,382.5,75.0,550.55,1044.05,,884.35,1107.5,175.7,167.65,680.05,185.6,314.85,,331.95,984.5,191.6,549.7,212.0,840.2,398.65,23.85,4560.95,14.14,291.0,348.85,273.55,241.2,,586.45,632.95,,,,91.15,464.8,510.45,,342.45,291.85,,96.45,,,1236.7
2009-09-14,535.15,1360.6,895.5,1283.95,209.9,253.65,567.6,419.4,1640.0,264.0,,512.35,820.55,500.45,354.55,2596.95,312.4,1494.4,,1560.95,121.1,260.1,2502.9,825.55,224.65,636.7,106.4,2250.55,744.9,735.8,1607.75,831.6,1475.35,205.2,2204.8,1161.55,108.15,,,1523.85,1956.15,1206.4,560.15,561.8,479.1,896.0,1252.05,,730.15,557.7
2006-09-29,,675.5,379.2,,390.0,,,468.85,1120.95,262.25,,2203.45,731.3,295.45,263.05,2519.65,550.15,926.0,,774.55,171.35,256.2,1534.3,699.05,187.65,523.5,50.5,1847.9,285.5,331.8,1273.05,680.5,981.2,130.2,1064.25,1170.05,,,,999.5,1028.3,930.1,1021.6,862.05,535.65,617.55,806.0,,891.15,525.1
2011-12-09,127.75,2832.35,991.45,1673.3,661.65,426.3,553.15,358.7,457.5,325.65,316.65,728.2,1568.1,1555.2,392.1,2396.0,408.05,444.8,,2033.1,131.95,385.5,654.2,731.55,196.95,270.1,260.55,2706.15,587.5,487.5,1227.0,703.75,985.7,166.15,4183.5,261.7,98.6,,,2095.95,1863.95,512.4,1171.7,182.95,398.25,558.35,185.0,,1204.45,404.2
2006-10-03,,670.35,380.3,,390.05,,,466.45,1100.7,255.65,,2208.5,727.2,306.0,262.3,2520.25,553.05,920.85,,771.7,172.0,249.4,1477.3,696.45,187.95,529.8,49.75,1817.65,289.65,319.95,1252.3,684.65,968.0,133.2,1040.3,1158.9,,,,1031.95,1033.25,930.25,1014.5,869.65,534.5,619.1,802.15,,872.45,519.7
2005-04-19,,391.2,231.75,,169.0,,,206.75,836.1,233.8,,961.8,688.65,305.35,201.2,1183.15,342.6,530.9,,486.9,1242.4,127.55,707.0,383.85,1369.15,445.95,52.55,1914.1,345.25,295.95,944.25,450.05,413.1,83.3,636.8,840.5,,,,345.0,616.05,462.8,1209.75,416.6,346.95,,233.1,,359.5,576.35
2020-06-24,351.45,1746.4,424.4,2815.45,2935.45,6040.0,378.6,557.45,3444.75,631.65,141.5,2339.15,4042.55,18440.6,101.35,612.25,559.35,1032.4,527.05,2494.3,151.35,2130.6,1797.45,348.4,191.8,87.0,481.95,714.2,193.75,1345.5,955.65,515.25,5752.05,97.0,16706.95,83.15,178.75,,780.55,22607.05,184.6,484.4,2042.35,104.75,326.05,561.4,987.7,,3820.85,218.15
2009-05-14,462.4,952.25,637.4,792.95,94.0,247.55,364.95,764.05,1600.2,229.9,,919.35,585.35,226.5,265.3,1792.65,141.8,1164.85,,1209.3,70.75,224.5,1865.95,536.7,187.1,434.5,42.55,1566.15,407.45,499.1,947.2,509.25,833.95,188.65,1740.3,831.8,99.75,,,815.55,1267.85,1264.85,620.2,260.15,264.55,361.55,868.2,,569.85,364.35
2020-05-05,263.15,1618.55,389.2,2425.15,2002.3,4628.95,346.8,527.85,2978.75,597.05,138.0,2283.4,3835.3,13784.1,91.1,471.45,520.25,911.65,477.9,1965.6,115.75,2041.85,1690.85,330.85,173.9,78.75,418.95,674.25,164.0,1239.45,837.15,368.0,4831.8,92.55,17420.15,78.45,163.6,,715.65,18510.1,170.5,456.35,1931.5,80.95,272.7,499.75,887.2,,3285.9,184.0
1998-02-19,,287.0,,,27.5,,,,391.5,570.0,,,335.25,10.5,105.5,275.0,,65.05,,716.0,607.25,1530.25,2748.75,42.5,627.75,,34.75,1191.5,4.25,19.2,199.8,231.3,,,332.75,244.9,,,,,242.1,230.0,,239.0,122.2,,53.0,,,509.75
1996-08-22,,368.0,,,45.5,,,,203.25,414.75,,,255.75,48.3,,435.0,,34.75,,257.75,964.0,840.75,2678.0,,286.25,,,646.0,6.25,86.5,245.0,343.25,,,273.0,232.0,,,,34.0,267.0,261.0,,489.25,188.5,,118.0,,,
1992-11-20,,270.0,,,,,,,195.0,,,,,30.0,,460.0,,,,,687.5,340.0,1225.0,,432.5,,,,,,185.0,102.5,,,300.0,,,,,,,,,235.0,222.5,,,,,
1999-06-28,,307.0,15.4,,30.0,,,,1295.0,1425.4,,,842.0,28.15,64.0,231.1,,75.2,,1078.0,629.0,2351.0,2260.0,34.4,1080.3,414.1,17.6,3715.0,3.8,17.2,287.5,258.0,,,536.1,146.2,,,,28.7,235.75,469.7,,211.5,139.8,,87.25,,,4100.0
2021-01-28,519.5,2442.7,670.85,4132.0,4812.9,8951.45,384.35,571.0,3604.65,841.55,128.3,3428.05,4876.35,2796.9,128.5,1067.15,934.85,1370.2,671.4,3396.15,229.2,2303.6,2425.75,528.15,206.5,92.65,802.6,1276.3,376.35,1722.5,1345.0,765.75,7586.25,91.5,17375.4,90.7,187.2,,872.25,23102.2,282.4,564.4,3199.45,266.85,623.95,982.55,1450.3,,5444.05,431.75
2020-11-10,366.6,2199.65,583.5,2997.1,4208.6,6686.95,382.9,466.4,3509.7,717.7,124.75,3264.05,4700.45,2233.4,90.2,789.65,809.8,1393.6,609.5,2951.95,192.3,2138.45,2271.85,483.9,178.35,84.15,835.05,1090.95,334.75,1752.8,1033.0,619.65,6791.0,91.5,16607.9,70.7,185.95,,829.55,22735.65,231.7,491.3,2649.95,146.0,441.85,821.2,1305.05,,4717.05,342.2
2013-08-16,142.0,417.65,1055.4,1846.25,1150.5,582.35,290.75,335.85,743.15,414.3,258.35,990.7,2166.85,3164.95,298.25,2330.65,919.8,589.5,,1982.95,93.3,598.5,736.5,858.6,320.05,209.95,356.0,2974.6,487.15,632.15,756.65,840.05,1324.7,139.6,5010.0,271.9,97.85,,,3926.75,1571.2,542.0,1780.2,313.4,235.1,1324.3,240.6,,1682.55,456.25
2017-03-22,322.4,1060.0,484.5,2853.2,1158.8,4124.0,644.6,338.5,3327.35,594.5,292.25,626.8,2626.6,24541.7,368.95,1080.25,872.35,1431.25,,3310.55,193.35,904.5,1442.4,265.6,279.75,372.45,1376.3,1027.8,186.6,863.3,1529.95,1270.9,6009.9,160.7,6334.9,192.15,192.1,,,16349.9,267.65,701.5,2479.1,459.9,488.75,475.4,445.4,,3969.25,501.55
2008-01-04,1242.55,1126.1,1056.45,,501.3,,535.9,948.25,1518.6,212.7,,1890.85,728.6,415.8,539.15,3595.05,314.4,1697.45,,700.65,219.95,231.35,3111.3,1285.35,219.55,782.05,131.05,1694.8,1335.4,1375.35,4244.4,823.1,964.5,271.75,1460.1,1343.8,150.9,,,1357.6,2390.75,1108.3,1005.1,784.3,930.1,1120.25,1534.05,,978.45,496.85
2020-05-21,317.35,1575.0,357.3,2639.45,1988.85,4537.75,313.0,594.25,3109.55,616.45,124.6,2356.9,3847.05,14072.7,87.95,526.85,534.75,859.8,494.2,2119.1,129.55,1970.9,1596.25,304.35,188.9,74.45,346.95,672.0,169.8,1149.8,820.4,408.35,5050.75,90.35,16288.65,77.0,158.85,,729.9,19263.15,151.95,466.25,1991.55,84.05,283.6,519.9,849.7,,3570.6,189.15
2007-11-26,,1000.05,936.8,,320.25,,391.6,948.0,1501.25,182.75,,1625.45,613.7,440.8,422.55,3734.2,310.1,1643.7,,728.5,194.3,210.0,2706.95,1157.65,187.35,505.0,109.55,1576.35,984.3,1141.8,4175.5,717.25,952.35,238.6,1394.45,1184.2,152.0,,,1407.6,2242.25,1115.6,985.0,710.2,849.0,1028.45,1520.45,,1011.7,452.7
2016-09-07,271.9,1177.7,625.0,2985.85,11389.75,3054.4,589.85,320.6,3489.0,580.75,330.85,1321.9,3140.95,22973.9,396.5,4645.5,786.9,1287.75,,3609.85,159.8,931.7,1427.7,278.15,261.7,566.5,1218.15,1055.0,1850.5,803.75,1519.2,1488.7,5338.0,161.05,6478.95,245.1,184.75,,,17719.25,266.55,779.45,2447.0,587.7,389.95,471.2,425.95,,4088.65,482.15
2001-05-14,,264.0,33.5,,30.15,,193.6,,662.45,1076.55,,,1240.15,25.1,54.0,298.15,401.0,238.1,,139.95,870.1,211.55,589.6,150.1,780.0,161.75,14.1,3925.0,4.2,56.05,228.85,125.25,,,543.95,137.85,,,,31.5,241.7,615.15,,75.1,128.7,,42.0,,,1583.85
2005-10-20,,507.55,237.15,,313.65,,393.95,313.6,1138.5,374.5,,1389.6,825.1,252.05,243.15,1123.6,456.8,643.8,,698.55,122.9,168.8,951.3,497.0,116.35,449.45,53.5,2538.3,221.45,168.4,1349.7,365.6,535.0,98.8,811.4,937.9,,,,409.35,868.45,620.45,1415.95,501.6,358.45,,418.55,,395.0,369.25
1993-12-09,,370.0,,,,,,,362.5,,,,,26.0,,525.0,,,,,710.0,540.0,2510.0,,690.0,,,,,,256.25,267.5,,,330.0,,,,,,,,,340.0,222.0,,,,,300.0
1995-04-24,,601.0,,,,,,,,,,,,60.0,,582.5,,,,,850.0,560.0,2075.0,,272.5,,,,,,253.75,310.0,,,360.0,,,,,,,238.75,,485.0,217.5,,,,,380.0
2007-06-26,,822.05,599.9,,359.6,,,850.0,1522.8,206.45,,6019.45,649.95,359.1,309.85,2496.15,327.25,1103.75,,669.85,171.1,190.1,1884.85,946.0,154.35,437.55,48.7,1922.45,607.3,612.5,2152.5,734.7,757.15,153.4,1149.75,935.9,,,,1223.25,1457.45,1037.05,1122.45,684.4,603.15,1415.4,1279.3,,815.9,508.65
2019-05-15,360.5,1307.15,721.25,2916.45,3002.55,7465.3,358.85,331.0,2685.15,555.4,235.6,1608.3,2808.4,19922.1,331.7,815.9,1067.95,2288.9,,2496.4,190.85,1671.0,1944.65,377.05,297.1,145.35,1378.1,716.5,268.5,1396.75,1325.9,610.65,6484.95,123.85,10281.4,162.65,178.8,,,19000.55,311.6,408.95,2094.5,169.6,463.2,789.55,1158.85,,4347.5,283.65
2012-06-05,122.65,3720.85,990.2,1494.2,843.0,638.55,703.55,287.05,518.1,308.55,316.3,939.45,1618.85,2143.8,320.95,2310.7,495.3,501.8,,1865.7,117.15,408.1,644.1,790.25,225.85,257.05,304.65,2389.3,604.0,545.95,1209.5,654.75,1078.7,146.95,4532.5,253.7,105.75,,,2354.0,2080.25,558.65,1227.15,221.55,398.5,669.9,207.8,,1384.55,398.95
1995-05-31,,635.0,,,120.0,,,,230.0,490.0,,,305.0,56.0,,680.0,,40.25,,212.5,840.0,584.0,2160.0,,247.0,,,500.0,14.6,205.0,268.0,320.0,,,351.0,,,,,66.0,189.5,270.0,,567.0,225.5,,131.0,,,405.0
1995-06-21,,646.0,,,,,,,,,,,,53.5,,652.0,,,,,808.0,606.0,2395.0,,249.0,,,,,,272.0,340.0,,,325.0,,,,,,202.5,273.0,,600.0,234.0,,141.0,,,410.0
2015-08-07,339.7,899.65,579.9,2537.85,5480.55,2008.2,,411.7,3201.6,716.15,415.55,1971.25,4258.7,20615.85,341.7,3808.35,939.05,1092.85,,2660.5,109.6,905.95,1298.6,310.15,324.65,426.75,944.7,1095.6,922.35,704.65,1833.75,1387.65,4451.95,133.85,6552.1,282.3,139.55,,,11314.45,281.4,851.5,2551.7,392.55,262.05,536.1,333.5,,3202.05,569.1
2003-06-06,,381.55,50.65,,59.5,,264.9,40.7,533.3,718.4,,391.65,971.3,117.1,104.55,388.25,144.8,259.15,,233.8,680.55,161.8,366.5,141.45,705.8,384.4,19.7,2953.0,6.79,153.8,216.1,128.85,,,533.85,484.25,,,,66.1,365.9,337.4,,181.15,161.85,,64.3,,,871.6
2015-10-01,304.65,838.85,495.55,2313.85,5098.6,1767.3,854.7,339.75,3124.0,635.2,328.2,1125.05,4230.05,18270.55,294.25,3526.2,857.9,1068.45,,2413.35,70.7,814.55,1199.25,267.35,328.8,401.15,957.0,1173.25,875.4,640.75,1489.3,1248.5,4579.85,123.7,6400.85,232.3,130.45,,,11968.45,235.4,890.75,2639.7,297.0,212.15,562.9,326.5,,2773.85,599.0
2002-03-08,,310.3,40.15,,47.5,,,43.85,549.25,1028.45,,,1056.1,48.35,71.25,300.15,292.7,235.0,,373.1,750.5,246.55,674.95,130.8,711.7,176.35,16.15,4225.75,2.0,150.65,193.65,123.65,,,510.1,244.45,,,,42.0,231.1,650.0,,133.35,103.2,,48.35,,,1840.35
2001-01-10,,264.8,46.1,,29.55,,127.45,,798.3,1083.5,,,1267.95,29.2,50.6,298.4,608.0,226.35,,943.95,782.25,207.5,572.75,154.6,908.35,142.75,19.9,5665.6,5.0,80.6,205.0,149.1,,,515.7,124.05,,,,61.2,217.25,554.0,,93.8,129.75,,75.65,,,2715.65
2020-03-13,292.7,1797.6,568.2,2360.95,3955.35,7737.4,376.4,494.2,2759.2,425.2,154.45,1954.5,2889.9,17435.3,84.6,605.15,492.65,1071.15,,1888.6,127.25,2033.2,2068.5,447.45,162.25,92.2,804.0,642.2,214.85,1470.55,1052.85,428.95,5840.65,98.85,14975.8,65.9,167.95,,,21347.15,242.25,384.45,1807.3,89.75,325.45,655.4,1084.1,,3789.7,197.4
2017-10-17,406.95,1194.4,513.2,3263.7,1867.05,5356.5,512.9,465.95,4619.5,631.25,290.0,882.95,2382.35,31829.25,437.15,1132.95,921.0,1850.85,,3789.35,276.1,1279.7,1759.65,273.9,267.2,414.0,1708.15,931.45,259.75,1079.35,1148.65,1373.4,7849.55,175.95,7365.35,171.2,204.9,,,18590.1,251.15,547.2,2594.85,432.0,712.45,471.9,625.4,,4088.25,289.5
2014-01-30,141.75,478.6,1109.95,1920.45,1497.75,675.45,,308.4,867.95,413.55,246.15,1270.4,2619.25,4685.0,349.8,2585.55,1433.75,632.4,,1999.75,108.1,570.45,828.7,974.75,324.55,236.8,378.1,3704.75,895.9,650.1,980.2,869.3,1638.0,128.1,4952.8,272.4,95.65,,,4339.55,1517.55,593.3,2217.9,361.2,346.55,1719.1,222.45,,1686.25,571.85
1997-06-16,,297.0,,,36.75,,,,258.0,703.25,,,228.75,19.35,174.75,365.5,,64.0,,493.5,969.25,1335.75,3393.25,,481.75,,,1629.0,4.65,39.0,239.5,396.25,,,284.75,300.0,,,,,327.75,255.0,,429.25,181.0,,65.75,,,491.0
1999-10-13,,392.0,18.55,,33.1,,,,960.0,4890.0,,,1551.0,45.7,88.0,477.0,,101.55,,1280.0,879.0,2540.0,300.0,39.05,822.0,270.5,38.05,8050.0,8.55,45.45,396.25,389.0,,,610.0,240.75,,,,59.35,254.15,1348.7,,278.0,152.7,,120.1,,,1387.0
2013-02-11,152.95,4531.95,1491.65,2044.4,1247.4,822.65,,316.05,469.7,394.7,338.75,1037.25,1900.05,2739.75,334.85,3037.65,659.4,655.8,,1709.75,112.1,460.8,799.2,1122.55,299.2,312.6,428.35,2790.65,825.1,671.6,1490.35,880.4,1559.9,147.55,4615.65,308.4,112.25,,,4410.7,2294.55,748.85,1414.45,290.6,385.35,996.2,267.3,,1909.9,409.75
2007-02-08,,800.65,563.75,,368.15,,,766.8,1178.8,255.7,,3442.35,741.8,378.0,289.9,2860.35,660.15,1100.55,,726.2,175.0,205.15,1807.7,997.9,176.25,471.8,60.35,2368.25,458.9,512.55,1752.55,930.15,963.15,142.6,1041.85,893.55,,,,1412.0,1204.6,1047.2,1300.05,895.55,461.6,1771.2,1027.0,,1111.75,634.95
2001-03-16,,239.95,28.95,,28.45,,160.05,,673.55,968.55,,,1302.35,26.2,51.55,292.4,504.4,233.15,,159.4,763.75,220.0,570.35,167.8,780.8,158.6,15.0,4694.2,3.6,57.7,239.25,125.7,,,508.2,129.65,,,,39.5,232.95,517.85,,73.0,126.7,,45.85,,,1660.0
2000-02-22,,399.7,34.6,,39.4,,,,663.15,1162.5,,,1480.0,45.0,77.45,293.95,2780.9,222.0,,857.0,794.0,2904.25,313.0,165.0,961.5,209.0,34.5,9990.0,5.4,169.0,385.0,511.1,,,363.0,172.7,,,,39.9,243.5,2646.0,,179.1,134.9,,106.8,,,8854.1
2007-02-20,,760.65,531.2,,423.0,,332.45,791.4,1254.9,254.55,,3394.65,728.65,369.15,295.15,2570.9,693.4,1028.2,,716.1,148.35,199.65,1652.85,966.55,175.8,445.35,50.85,2366.25,453.35,472.85,1667.8,880.5,894.0,142.1,970.8,875.6,,,,1326.55,1106.3,1027.1,1297.2,855.75,444.15,1657.4,955.3,,957.4,664.95
2005-10-13,,500.65,253.95,,408.6,,407.95,343.5,1224.5,368.7,,1485.05,897.0,274.65,262.15,1229.1,453.6,677.85,,702.2,137.0,175.75,983.45,525.6,128.35,457.45,67.6,2624.15,269.3,187.4,1473.45,373.05,558.1,103.2,817.4,1029.75,,,,458.0,923.55,655.3,1437.65,540.35,376.5,,487.05,,437.85,389.25
2001-06-06,,251.75,33.55,,30.9,,178.95,,617.0,1104.9,,,1442.15,23.1,67.8,331.75,363.05,233.85,,142.05,844.0,184.4,652.05,138.45,749.55,164.7,13.8,3796.15,3.7,48.0,244.0,115.2,,,523.05,151.65,,,,33.1,213.85,591.0,,76.9,133.95,,50.5,,,1602.05
2001-10-05,,264.5,24.6,,27.9,,164.8,,509.5,1046.95,,,1797.4,19.3,54.55,253.9,142.8,214.05,,180.15,525.65,212.25,674.3,76.4,604.3,136.7,9.65,2487.65,2.15,40.0,163.0,61.5,,,499.45,136.75,,,,28.45,175.75,556.35,,70.1,72.3,,27.8,,,922.5
2009-10-16,555.1,1560.7,1006.1,1478.9,297.85,322.3,,327.25,1644.25,292.55,,606.6,940.75,512.85,382.15,2390.6,301.3,1719.35,,1643.9,135.85,286.4,2824.55,958.5,252.2,634.7,133.85,2189.9,917.25,825.65,1694.65,940.2,1515.25,214.65,2511.05,1242.0,111.95,,,1584.95,2453.9,1353.5,599.0,578.5,566.45,949.05,1415.35,,824.75,573.3
